"filename", "language", "JavaScript", "JSON", "Ignore", "YAML", "Docker", "TypeScript", "JSON with Comments", "comment", "blank", "total"
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/src/models/order.ts", "TypeScript", 0, 0, 0, 0, 0, 54, 0, 2, 9, 65
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/src/models/ticket.ts", "TypeScript", 0, 0, 0, 0, 0, 66, 0, 4, 8, 78
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/src/nats-wrapper.ts", "TypeScript", 0, 0, 0, 0, 0, 23, 0, 0, 8, 31
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/src/routes/__test__/delete.test.ts", "TypeScript", 0, 0, 0, 0, 0, 47, 0, 6, 12, 65
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/src/routes/__test__/index.test.ts", "TypeScript", 0, 0, 0, 0, 0, 45, 0, 5, 8, 58
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/src/routes/__test__/new.test.ts", "TypeScript", 0, 0, 0, 0, 0, 61, 0, 0, 10, 71
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/src/routes/__test__/show.test.ts", "TypeScript", 0, 0, 0, 0, 0, 43, 0, 6, 11, 60
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/src/routes/delete.ts", "TypeScript", 0, 0, 0, 0, 0, 29, 0, 1, 8, 38
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/src/routes/index.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 5, 16
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/src/routes/new.ts", "TypeScript", 0, 0, 0, 0, 0, 54, 0, 8, 11, 73
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/src/routes/show.ts", "TypeScript", 0, 0, 0, 0, 0, 18, 0, 1, 5, 24
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/src/test/setup.ts", "TypeScript", 0, 0, 0, 0, 0, 36, 0, 26, 28, 90
"/Users/tianbo/Desktop/newInterview/interview/ticketing/orders/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 10, 85, 9, 104
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/.dockerignore", "Ignore", 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/Dockerfile", "Docker", 0, 0, 0, 0, 6, 0, 0, 0, 3, 9
"/Users/tianbo/Desktop/newInterview/interview/ticketing/payments/package-lock.json", "JSON", 0, 7014, 0, 0, 0, 0, 0, 0, 1, 7015
